0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,label,pred,confidence,label_name,pred_name
0.0,0.0,0.0,2.5329006,1.4870318,0.0,1.7340988,0.0,0.30478385,0.014225007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0040088,0.0,0.0,1.3469635,0.8848726,0.0,1.0877942,0.22107914,0.0,0.0,0.0,0.70505476,0.0,0.0,0.0,0.07580751,0.0,0.0,0.0,0.0,0.43082675,0.0,0.0,0.0,2.523296,0.5267591,0.7445488,0.0,1.6553975,0.048653666,0.40951324,0.0,0.5513445,0.0,0.0,0.0,0.0,0.0,0.0,1.5746436,1.460669,0.0,0.0,0.55329937,0.0,0.0,0.08039348,0.77036345,0.06469978,0.0,0.0,0.0,0.0,0.44926217,1.4989169,0.0,0.0,1.2094934,0.0,0.57073945,0.0,1.2870641,0.0,1.0762519,0.0,0.0,1.0344127,1.5899909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9445231,0.46991655,1.6395017,0.0,0.0,0.42836127,1.0610704,0.0,2.9137607,0.0,1.0780387,1.9052259,1.465702,0.0,1.4215266,0.0,1.3098325,0.0,0.0,1.6699164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2721876,0.0,0.0,0.0,0.3288705,0.35445234,0.0,0,0,0.88998944,blues,blues
0.0,0.0,0.0,2.0834107,1.2579186,0.0,1.5410388,0.0,0.0,0.309921,0.0,0.0,0.0,0.0,0.0,0.0,0.0005757101,1.5939542,0.0,0.0,1.6154728,0.096344836,0.0,0.33160177,0.16883257,0.0,0.0,0.0,1.032269,0.0,0.0,0.0,0.19220018,0.0,0.0,0.0,0.0,0.6834705,0.0,0.0,0.0,2.1226354,1.1903262,0.82965875,0.0,1.5963783,0.19731908,0.067977704,0.0,1.1185282,0.0,0.0,0.0,0.0,0.0,0.0,1.307901,1.487131,0.0,0.0,0.4736022,0.0,0.0,0.0,0.526714,0.0,0.0,0.0,0.0,0.0,0.17840913,1.9266434,0.0,0.0,1.3107706,0.0,0.6192219,0.0,1.0837382,0.0,0.8450249,0.0,0.0,1.3727962,1.4661044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1114312,0.08053957,1.8287858,0.0,0.0,0.47278556,0.7708236,0.0,2.6572948,0.0,0.87441665,2.3604875,1.5700595,0.0,1.3080195,0.0,0.98414665,0.0,0.0,1.5712864,0.0,0.28623125,0.0,0.0,0.0,0.0,0.0,1.1340878,0.0,0.0,0.0,0.29416692,0.006038957,0.0,0,0,0.9383234,blues,blues
0.9487843,0.0,0.0,1.8254716,0.33698228,0.31384817,0.23820738,0.0,0.0,0.0,0.16372867,0.0,0.0,0.0,0.0,0.0,0.0,1.0150666,0.0,0.0,2.0030575,0.08389154,0.0,0.94520736,0.4871169,0.6116181,0.0,0.0,0.7397293,0.0,0.0,0.0,0.2318668,0.0,0.0,0.0,0.0,0.36296958,0.0,0.0,0.0,1.8822715,1.3664999,0.6591781,0.0,0.9029533,0.78681374,0.42915857,0.0,0.36790973,0.0,0.0,0.0,0.0,0.25026277,0.0,0.9196434,2.5642633,0.0,0.0,0.64942735,0.0,0.0,0.6253202,0.31864026,0.0,0.29235062,0.0,0.0,0.0,0.580723,1.0359521,0.0,0.0,1.3567833,0.0,0.7619175,0.0,1.3341774,0.0,1.1191008,0.0,0.0,1.4150374,1.0489571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8384764,0.0,1.903469,0.0,0.0,0.62428856,0.6466168,0.0,1.1710817,0.0,0.0,2.695917,1.4330817,0.0,0.7942491,0.0,0.42683282,0.0,0.0,0.8434562,0.0,0.17215171,0.0,0.0,0.0,0.0,0.0,0.46638054,0.0,0.0,0.0,0.94619364,0.0,0.0,0,0,0.58370227,blues,blues
0.7376456,0.0,0.0,2.3192468,1.0928985,0.0,0.6598265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.596183,0.0,0.0,1.9021362,0.55379367,0.0,0.8460694,1.0487673,0.27636683,0.0,0.0,0.86696666,0.3145722,0.0,0.0,0.37271982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9868686,1.6294047,0.42119402,0.0,0.59888387,0.0,1.1326522,0.0,0.28145385,0.0,0.0,0.0,0.0,0.05911861,0.0,0.89268667,2.7138662,0.0,0.046673458,0.1349701,0.0,0.22747372,0.4515684,0.48698762,0.0,0.32098007,0.0,0.0,0.0,1.3368754,0.68315345,0.0,0.0,1.8013912,0.0,0.7392721,0.0,1.4527639,0.0,0.8186645,0.049633026,0.0,1.7507933,1.5923945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3945218,0.0,1.8165196,0.0,0.0,0.6578507,1.1599425,0.42776522,1.823092,0.0,0.027510311,2.5161126,1.0951884,0.0,0.36651894,0.0,0.81527084,0.0,0.0,1.7728809,0.19347654,0.0,0.0,0.0,0.0,0.0,0.0,0.34678838,0.0,0.0,0.0,1.2186536,0.34857377,0.0,0,0,0.5390851,blues,blues
0.30943576,0.0,0.0,2.2954066,0.9742435,0.0,1.6231856,0.0,0.46051294,0.4174583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7578803,0.0,0.0,1.0057343,1.1048297,0.0,1.183959,0.34288433,0.0,0.0,0.0,0.6300758,0.0,0.0,0.0,0.41024137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8709421,1.4373372,0.746547,0.0,1.4364518,0.32964993,0.9658795,0.0,1.0138896,0.19814484,0.0,0.0,0.0,0.0,0.0,1.6129017,1.6126946,0.0,0.0,0.32561153,0.0,0.0,0.14845185,0.43288735,0.0,0.0,0.0,0.0,0.0,0.88559186,1.4504479,0.0,0.0,1.2934724,0.0,0.45315853,0.0,1.9839721,0.0,0.63262147,0.0,0.0,1.570286,2.0334008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33046973,0.38908404,0.9239877,1.2335793,0.0,0.0,0.6891395,1.627431,0.22008693,3.525876,0.31011638,0.72113526,2.6515436,0.5961971,0.0,1.6983484,0.0,1.2036113,0.0,0.0,1.6397525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4527953,0.0,0.0,0.0,0.9620374,0.075671904,0.0,0,0,0.7950828,blues,blues
0.0,0.0,0.0,1.1393417,2.3431869,0.0,1.6288756,0.0,0.18259521,1.4164945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1087074,0.0,0.0,1.231305,0.7606664,0.0,0.63560045,0.0,0.0,0.0,0.0,0.9273044,0.0,0.0,0.0,0.2152084,0.0,0.0,0.0,0.0,0.33870265,0.0,0.0,0.0,1.1219975,0.8115672,0.4055814,0.0,1.6671902,1.081703,0.0,0.0,1.6135798,0.9068399,0.0,0.0,0.40821648,0.0,0.0,1.7581105,0.7722516,0.0,0.0,0.5084258,0.128581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97665566,0.0,0.0,0.97879803,0.0,1.150009,0.0,1.6853094,0.0,0.29733112,0.0,0.32230663,1.3841152,2.2741518,0.0,0.0,0.0,0.0,0.0,0.15303858,0.0,0.0,0.6191683,0.68387526,0.0,1.415328,0.0,0.0,0.6919823,0.7547457,0.0,2.9647474,0.31283644,1.3766714,2.7448044,0.06474252,0.4397698,1.8116018,0.0,1.7083856,0.0,0.26409107,0.28151807,0.0,0.61426413,0.0,0.0,0.0,0.0,0.0,1.6483158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8577202,blues,blues
0.0,0.0,0.0,1.1600919,1.7051122,0.0,1.6329479,0.0,0.17139609,1.3786262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6220939,0.0,0.0,1.512964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7426982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8347739,0.0,0.34447458,0.0,0.4929464,1.0312971,0.7344992,0.0,1.8557239,1.0964952,0.0,0.0,1.7904277,0.7846957,0.0,0.0,0.1158878,0.0,0.0,1.5928326,0.5983918,0.0,0.0,0.65504444,0.1545125,0.0,0.0,0.03173446,0.0,0.09139778,0.0,0.0,0.0,0.0,0.86241513,0.0,0.0,0.5743259,0.0,1.5761199,0.0,0.89230484,0.0,1.0539155,0.0,0.39647716,1.129232,2.0789316,0.0,0.0,0.0,0.0,0.0,0.07715192,0.0,0.0,0.038548145,0.58211684,0.42797798,1.5477003,0.0,0.0,0.31046215,0.31152764,0.0,2.847706,0.43512127,1.3391403,2.6477242,0.2386887,0.3053512,1.8212783,0.0,1.3020962,0.0,0.3031344,0.36756492,0.0,0.574922,0.0,0.0,0.0,0.0,0.0,1.2851723,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.93127286,blues,blues
0.0,0.0,0.0,2.025982,2.134256,0.0,1.4508585,0.0,0.42144004,1.1959587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6332911,0.0,0.0,1.5471997,0.07675453,0.0,0.80042493,0.0,0.0,0.0,0.0,0.66386807,0.0,0.0,0.0,0.0,0.0,0.15475987,0.0,0.0,0.650463,0.0,0.54163116,0.0,1.3852174,1.0418817,0.22126018,0.0,2.2711868,1.2668319,0.0,0.0,1.8660544,0.83436084,0.0,0.0,0.3378667,0.1475557,0.0,1.5358404,0.8293843,0.0,0.0,0.61974365,0.0,0.0,0.0,0.14501978,0.0,0.22558145,0.0,0.0,0.0,0.0,0.9783898,0.0,0.0,0.43761593,0.0,1.6814682,0.0,1.1378326,0.0,0.6767564,0.0,0.17360313,1.0721312,2.4905782,0.0,0.0,0.0,0.0,0.0,0.33173203,0.0,0.0,0.0,0.37773752,0.9229469,1.5137092,0.0,0.0,0.45059514,0.7549691,0.0,3.0234735,0.3188365,1.7532147,2.9757104,0.301218,0.5151155,1.7233557,0.0,1.5840878,0.0,0.23226419,0.38570285,0.045219436,0.28450114,0.0,0.0,0.0,0.0,0.0,1.4117955,0.0,0.0,0.0,0.040598765,0.06823747,0.0,0,0,0.9236667,blues,blues
0.0,0.0,0.0,1.600763,2.3791647,0.0,1.6108228,0.0,0.0,1.5507219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.616786,0.0,0.0,1.126747,0.043387245,0.0,0.26190022,0.0,0.0,0.0,0.0,0.7461139,0.0,0.0,0.0,0.0,0.0,0.3232463,0.0,0.0,0.6096834,0.0,0.327603,0.0,0.8636552,1.207462,0.29160047,0.0,2.100185,0.95747113,0.0,0.0,1.7388576,0.56756616,0.0,0.0,0.37450376,0.0,0.0,1.8757901,0.33220333,0.0,0.0,0.055229645,0.29747742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78803486,0.0,0.0,0.4249453,0.0,0.9639145,0.0,1.2947259,0.0,0.37990594,0.0,0.29175967,0.90585274,1.8069663,0.0,0.0,0.0,0.0,0.0,0.31552386,0.0,0.0,0.5477584,0.44926897,0.06713782,1.1562194,0.0,0.0,0.30638885,0.3983059,0.0,2.7617352,0.10027937,1.6200287,2.3944864,0.53267217,0.35065645,1.91138,0.0,1.7093428,0.0,0.0,0.17741416,0.0,0.31705102,0.0,0.0,0.08183655,0.0,0.0,1.2249275,0.0,0.0,0.0,0.0,0.19100077,0.0,0,0,0.90203327,blues,blues
0.0,0.0,0.0,1.1957427,1.836247,0.0,2.1388295,0.0,0.0,1.147346,0.0,0.43426308,0.0,0.0,0.0,0.0,0.0,1.001703,0.0,0.0,0.6861756,0.0,0.0,0.0,0.029197676,0.0,0.0,0.0,0.5095737,0.0,0.0,0.0,0.13260958,0.0,0.010981538,0.0,0.0,1.3014053,0.14821155,0.36833313,0.0,0.0,1.0595067,0.816255,0.0,2.0841916,0.8775874,0.0,0.0,1.393524,0.8020765,0.0,0.0,0.0,0.0,0.0,1.622079,0.033543214,0.0,0.0,0.5376894,0.7039525,0.0,0.0,0.12649457,0.0,0.0,0.0,0.0,0.1316293,0.0,0.8012861,0.0,0.0,0.8163694,0.0,1.2872648,0.0,0.89741004,0.0,0.33163807,0.0,0.12593925,1.0801207,1.8067272,0.0,0.0,0.0,0.06265824,0.0,0.61890787,0.0,0.0,0.28287718,0.7934069,0.0,1.2902306,0.0,0.0,0.48937643,0.0,0.0,3.0707436,0.30112097,1.4972594,2.4590676,0.96964276,0.0,1.9362665,0.0,1.6987444,0.0,0.24058063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8029304,0.0,0.0,0.0,0.0,0.09072123,0.0,0,0,0.8735277,blues,blues
